ite_adv:0, 115.13878631591797
ite_adv:1, 120.60480499267578
ite_adv:2, 122.91312408447266
ite_adv:3, 124.72329711914062
ite_adv:4, 127.09291076660156
ite_adv:5, 128.5453338623047
ite_adv:6, 130.025634765625
ite_adv:7, 131.42234802246094
ite_adv:8, 133.06109619140625
ite_adv:9, 134.74136352539062
ite_adv:10, 135.7281951904297
ite_adv:11, 137.10006713867188
ite_adv:12, 138.1799774169922
ite_adv:13, 139.56954956054688
ite_adv:14, 140.7916259765625
ite_adv:0, 114.62169647216797
ite_adv:1, 120.0853500366211
ite_adv:2, 122.69149017333984
ite_adv:3, 124.70805358886719
ite_adv:4, 126.59820556640625
ite_adv:5, 128.4844207763672
ite_adv:6, 130.19894409179688
ite_adv:7, 131.36915588378906
ite_adv:8, 132.5729217529297
ite_adv:9, 134.07058715820312
ite_adv:10, 135.61341857910156
ite_adv:11, 136.63343811035156
ite_adv:12, 138.19073486328125
ite_adv:13, 139.69036865234375
ite_adv:14, 140.95492553710938
ite_adv:0, 114.69013977050781
ite_adv:1, 120.24790954589844
ite_adv:2, 122.7869873046875
ite_adv:3, 124.62077331542969
ite_adv:4, 126.43535614013672
ite_adv:5, 128.1911163330078
ite_adv:6, 129.86807250976562
ite_adv:7, 131.51406860351562
ite_adv:8, 132.595703125
ite_adv:9, 133.92312622070312
ite_adv:10, 135.35861206054688
ite_adv:11, 136.66534423828125
ite_adv:12, 138.15460205078125
ite_adv:13, 138.91036987304688
ite_adv:14, 140.51345825195312
ite_adv:0, 114.986572265625
ite_adv:1, 120.42142486572266
ite_adv:2, 122.59146118164062
ite_adv:3, 124.94486999511719
ite_adv:4, 126.54647827148438
ite_adv:5, 128.47364807128906
ite_adv:6, 130.1946258544922
ite_adv:7, 131.56663513183594
ite_adv:8, 132.54937744140625
ite_adv:9, 134.06149291992188
ite_adv:10, 135.96669006347656
ite_adv:11, 137.28269958496094
ite_adv:12, 138.77989196777344
ite_adv:13, 140.1562042236328
ite_adv:14, 140.9333038330078
ite_adv:0, 115.06809997558594
ite_adv:1, 120.35782623291016
